ACCOUNT ID,DATE,NARRATIVE,AMOUNT,SPLIT,NEW DATE,SPLIT
40,10/27/2020,Savings for the Month of October 2020,51376,DFCU SACCO A/C,27/10/2020,40
40,11/30/2020,Savings for the Month of November 2020,51376,DFCU SACCO A/C,30/11/2020,40
40,12/31/2020,Savings for the Month of December 2020,51376,DFCU SACCO A/C,31/12/2020,40
40,1/31/2021,Savings for the Month of January 2021,51376,DFCU SACCO A/C,31/01/2021,40
40,2/28/2021,Savings for the Month of February 2021,51376,DFCU SACCO A/C,28/02/2021,40
40,3/30/2021,Savings for the Month of March 2021,51376,DFCU SACCO A/C,30/03/2021,40
40,4/30/2021,Savings for the Month of April 2021,51376,DFCU SACCO A/C,30/04/2021,40
40,5/31/2021,Savings by Chwala Cecilia for the Month of  May 2021,51376,DFCU SACCO A/C,31/05/2021,40
40,6/24/2021,Savings by Chwala Cecilia for the Month of  June 2021,51376,DFCU SACCO A/C,24/06/2021,40
41,2/28/2020,Savings for the Month of February 2020,51376,Equity Joint A/C,28/02/2020,50
41,3/31/2020,Savings for the Month of March 2020,51376,Equity Joint A/C,31/03/2020,50
41,4/30/2020,Savings for the Month of April 2020,51376,Equity Joint A/C,30/04/2020,50
41,5/23/2020,Savings for the Month of May 2020,51376,Equity Joint A/C,23/05/2020,50
41,6/30/2020,Savings for the Month of June 2020,51376,Equity Joint A/C,30/06/2020,50
41,7/31/2020,Savings for the Month of July 2020,51376,Equity Joint A/C,31/07/2020,50
41,8/31/2020,Savings for the Month of August 2020,51376,Equity Joint A/C,31/08/2020,50
41,9/30/2020,Savings for the Month of September 2020,51376,Equity Joint A/C,30/09/2020,50
41,10/27/2020,Savings for the Month of October 2020,51376,DFCU SACCO A/C,27/10/2020,40
41,11/30/2020,Savings for the Month of November 2020,51376,DFCU SACCO A/C,30/11/2020,40
41,12/31/2020,Savings for the Month of December 2020,51376,DFCU SACCO A/C,31/12/2020,40
41,1/31/2021,Savings for the Month of January 2021,51376,DFCU SACCO A/C,31/01/2021,40
41,2/28/2021,Savings for the Month of February 2021,51376,DFCU SACCO A/C,28/02/2021,40
41,3/30/2021,Savings for the Month of March 2021,51376,DFCU SACCO A/C,30/03/2021,40
41,4/30/2021,Savings for the Month of April 2021,51376,DFCU SACCO A/C,30/04/2021,40
41,5/31/2021,Savings by Aganyira Rogers for the Month of  May 2021,51376,DFCU SACCO A/C,31/05/2021,40
41,6/24/2021,Savings by Aganyira Rogers for the Month of  June 2021,51376,DFCU SACCO A/C,24/06/2021,40
42,2/28/2020,Savings for the Month of February 2020,173056,Equity Joint A/C,28/02/2020,50
42,3/31/2020,Savings for the Month of March 2020,173056,Equity Joint A/C,31/03/2020,50
42,4/30/2020,Savings for the Month of April 2020,173056,Equity Joint A/C,30/04/2020,50
42,5/23/2020,Savings for the Month of May 2020,173056,Equity Joint A/C,23/05/2020,50
42,6/30/2020,Savings for the Month of June 2020,173056,Equity Joint A/C,30/06/2020,50
42,7/31/2020,Savings for the Month of July 2020,173056,Equity Joint A/C,31/07/2020,50
42,8/31/2020,Savings for the Month of August 2020,173056,Equity Joint A/C,31/08/2020,50
42,9/30/2020,Savings for the Month of September 2020,173056,Equity Joint A/C,30/09/2020,50
42,10/27/2020,Savings for the Month of October 2020,173056,DFCU SACCO A/C,27/10/2020,40
42,11/30/2020,Savings for the Month of November 2020,173056,DFCU SACCO A/C,30/11/2020,40
42,12/31/2020,Savings for the Month of December 2020,173056,DFCU SACCO A/C,31/12/2020,40
42,2/24/2021,Savings deposited by Fred on the DFCU bank acount in February 2021,570000,DFCU SACCO A/C,24/02/2021,40
42,2/26/2021,Savings deposited by Fred on the DFCU bank acount in February 2021,170000,DFCU SACCO A/C,26/02/2021,40
42,3/1/2021,Savings deposited by Fred on the DFCU bank acount in February 2021,330000,DFCU SACCO A/C,01/03/2021,40
42,4/12/2021,Savings in the Month of April 2021,172000,DFCU SACCO A/C,12/04/2021,40
42,4/12/2021,Savings in the Month of April 2021,1000000,DFCU SACCO A/C,12/04/2021,40
43,7/31/2020,Savings for the Month of July 2020,200000,Equity Joint A/C,31/07/2020,50
43,8/31/2020,Savings for the Month of August 2020,300000,Equity Joint A/C,31/08/2020,50
43,9/30/2020,Savings for the Month of September 2020,300000,Equity Joint A/C,30/09/2020,50
43,10/27/2020,Savings for the Month of October 2020,300000,DFCU SACCO A/C,27/10/2020,40
43,11/30/2020,Savings for the Month of November 2020,300000,DFCU SACCO A/C,30/11/2020,40
43,12/31/2020,Savings for the Month of December 2020,300000,DFCU SACCO A/C,31/12/2020,40
43,1/31/2021,Savings for the Month of January 2021,500000,DFCU SACCO A/C,31/01/2021,40
43,2/28/2021,Savings for the Month of February 2021,500000,DFCU SACCO A/C,28/02/2021,40
43,3/30/2021,Savings for the Month of March 2021,180000,DFCU SACCO A/C,30/03/2021,40
43,4/30/2021,Savings for the Month of April 2021,180000,DFCU SACCO A/C,30/04/2021,40
43,5/31/2021,Savings by Joshua Omilo for the Month of April 2021,500000,DFCU SACCO A/C,31/05/2021,40
43,6/24/2021,Savings by Joshua Omilo for the Month of June 2021,500000,DFCU SACCO A/C,24/06/2021,40
44,8/31/2020,Savings for the Month of August 2020,400000,Equity Joint A/C,31/08/2020,50
44,9/30/2020,Savings for the Month of September 2020,400000,Equity Joint A/C,30/09/2020,50
44,10/27/2020,Savings for the Month of October 2020,500000,DFCU SACCO A/C,27/10/2020,40
44,11/30/2020,Savings for the Month of November 2020,1000000,DFCU SACCO A/C,30/11/2020,40
44,12/31/2020,Savings for the Month of December 2020,350000,DFCU SACCO A/C,31/12/2020,40
44,1/31/2021,Savings for the Month of January 2021,300000,DFCU SACCO A/C,31/01/2021,40
44,2/28/2021,Savings for the Month of February 2021,313664,DFCU SACCO A/C,28/02/2021,40
44,3/30/2021,Savings for the Month of March 2021,313664,DFCU SACCO A/C,30/03/2021,40
44,4/30/2021,Savings for the Month of April 2021,313664,DFCU SACCO A/C,30/04/2021,40
44,5/31/2021,Savings by Timothy Asiimwe for the Month of  May 2021,1000000,DFCU SACCO A/C,31/05/2021,40
44,6/24/2021,Savings by Timothy Asiimwe for the Month of  June 2021,1000000,DFCU SACCO A/C,24/06/2021,40
45,9/30/2020,Savings for thre Month of September 2020 - Engena Emmanuel,40000,Equity Joint A/C,30/09/2020,50
45,10/21/2020,Savings by Engena Emmanuel in October 2020,20000,Equity Joint A/C,21/10/2020,50
45,11/7/2020,Saving deposit as at 07-11-2020,20000,DFCU SACCO A/C,07/11/2020,40
45,11/25/2020,Saving deposit as at 25-11-2020,20000,DFCU SACCO A/C,25/11/2020,40
45,1/5/2021,Saving deposit as at 05-01-2021,40000,DFCU SACCO A/C,05/01/2021,40
45,1/20/2021,Saving deposit as at 08-02-2021,10000,DFCU SACCO A/C,20/01/2021,40
45,2/8/2021,Savings for the Month of January 2021,30000,DFCU SACCO A/C,08/02/2021,40
45,2/18/2021,Savings for the Month of February 2021,40000,DFCU SACCO A/C,18/02/2021,40
45,3/31/2021,Savings for the Month of March 2021,40000,DFCU SACCO A/C,31/03/2021,40
45,6/29/2021,"Savings for the Month of April, May and June 2021",120000,DFCU SACCO A/C,29/06/2021,40
46,12/31/2020,Savings for the Month of December 2020,20000,DFCU SACCO A/C,31/12/2020,40
46,1/31/2021,Savings for the Month of January 2021,90000,DFCU SACCO A/C,31/01/2021,40
46,2/28/2021,Savings for the Month of February 2021,90000,DFCU SACCO A/C,28/02/2021,40
46,3/30/2021,Savings for the Month of March 2021,110000,DFCU SACCO A/C,30/03/2021,40
46,4/30/2021,Savings for the Month of April 2021,40000,DFCU SACCO A/C,30/04/2021,40
46,5/31/2021,Savings by Wilfred Oboko for the Month of  May 2021,40000,DFCU SACCO A/C,31/05/2021,40
46,6/24/2021,Savings by Wilfred Oboko for the Month of June 2021,40000,DFCU SACCO A/C,24/06/2021,40
47,12/31/2020,Savings for the Month of December 2020,50000,DFCU SACCO A/C,31/12/2020,40
47,1/31/2021,Savings for the Month of January 2021,50000,DFCU SACCO A/C,31/01/2021,40
47,2/28/2021,Savings for the Month of February 2021,50000,DFCU SACCO A/C,28/02/2021,40
47,3/30/2021,Savings for the Month of March 2021,50000,DFCU SACCO A/C,30/03/2021,40
47,4/30/2021,Savings for the Month of April 2021,50000,DFCU SACCO A/C,30/04/2021,40
47,5/31/2021,Savings by Luyima Muzamiru for the Month of  May 2021,50000,DFCU SACCO A/C,31/05/2021,40
47,6/24/2021,Savings by Luyima Muzamiru for the Month of  June 2021,50000,DFCU SACCO A/C,24/06/2021,40
48,1/31/2021,Savings for the Month of January 2021,270000,DFCU SACCO A/C,31/01/2021,40
48,2/28/2021,Savings for the Month of February 2021,270000,DFCU SACCO A/C,28/02/2021,40
48,3/30/2021,Savings for the Month of March 2021,270000,DFCU SACCO A/C,30/03/2021,40
48,4/30/2021,Savings for the Month of April 2021,270000,DFCU SACCO A/C,30/04/2021,40
48,5/31/2021,Savings by Ayebale Gorreth for the Month of  May 2021,270000,DFCU SACCO A/C,31/05/2021,40
48,6/24/2021,Savings by Ayebale Gorreth for the Month of  June 2021,270000,DFCU SACCO A/C,24/06/2021,40
