RECORD_ID,LOAN_ID,PERIOD,PAYMENT_DATE,BEGINING_BALANCE,PAYMENT_AMOUNT,PAYMENT_PRINCIPLE,PAYMENT_INTEREST,ENDING_BALANCE,PAID,DATE,CREATED_BY,CREATED_DT,TRANS_REF
251240,175605,48,4/12/2024,4097839,339244,288654,50591,3758595,N,NULL,9,7/12/2020,NULL
251241,175605,49,4/1/2025,3805577,339244,292262,46982,3466333,N,NULL,9,7/12/2020,NULL
251242,175605,50,4/2/2025,3509662,339244,295915,43329,3170418,N,NULL,9,7/12/2020,NULL
251243,175605,51,4/3/2025,3210048,339244,299614,39630,2870804,N,NULL,9,7/12/2020,NULL
251244,175605,52,4/4/2025,2906689,339244,303359,35885,2567445,N,NULL,9,7/12/2020,NULL
251245,175605,53,4/5/2025,2599538,339244,307151,32093,2260294,N,NULL,9,7/12/2020,NULL
251246,175605,54,4/6/2025,2288547,339244,310991,28254,1949303,N,NULL,9,7/12/2020,NULL
251247,175605,55,4/7/2025,1973669,339244,314878,24366,1634425,N,NULL,9,7/12/2020,NULL
251248,175605,56,4/8/2025,1654855,339244,318814,20430,1315611,N,NULL,9,7/12/2020,NULL
251249,175605,57,4/9/2025,1332056,339244,322799,16445,992812,N,NULL,9,7/12/2020,NULL
251250,175605,58,4/10/2025,1005222,339244,326834,12410,665978,N,NULL,9,7/12/2020,NULL
251251,175605,59,4/11/2025,674302,339244,330920,8325,335058,N,NULL,9,7/12/2020,NULL
251252,175605,60,4/12/2025,339246,339244,335058,4188,0,N,NULL,9,7/12/2020,NULL
251253,175606,1,4/1/2021,40496793,951522,451561,499960,39545271,N,NULL,9,7/12/2020,NULL
251254,175606,2,4/2/2021,40039587,951522,457206,494316,39088065,N,NULL,9,7/12/2020,NULL
251255,175606,3,4/3/2021,39576666,951522,462921,488601,38625144,N,NULL,9,7/12/2020,NULL
251256,175606,4,4/4/2021,39107958,951522,468708,482814,38156436,N,NULL,9,7/12/2020,NULL
251257,175606,5,4/5/2021,38633392,951522,474566,476955,37681870,N,NULL,9,7/12/2020,NULL
251258,175606,6,4/6/2021,38152894,951522,480498,471023,37201372,N,NULL,9,7/12/2020,NULL
251259,175606,7,4/7/2021,37666389,951522,486505,465017,36714867,N,NULL,9,7/12/2020,NULL
251260,175606,8,4/8/2021,37173803,951522,492586,458936,36222281,N,NULL,9,7/12/2020,NULL
251261,175606,9,4/9/2021,36675060,951522,498743,452779,35723538,N,NULL,9,7/12/2020,NULL
251262,175606,10,4/10/2021,36170082,951522,504978,446544,35218560,N,NULL,9,7/12/2020,NULL
251263,175606,11,4/11/2021,35658792,951522,511290,440232,34707270,N,NULL,9,7/12/2020,NULL
251264,175606,12,4/12/2021,35141111,951522,517681,433841,34189589,N,NULL,9,7/12/2020,NULL
251265,175606,13,4/1/2022,34616959,951522,524152,427370,33665437,N,NULL,9,7/12/2020,NULL
251266,175606,14,4/2/2022,34086255,951522,530704,420818,33134733,N,NULL,9,7/12/2020,NULL
251267,175606,15,4/3/2022,33548917,951522,537338,414184,32597395,N,NULL,9,7/12/2020,NULL
251268,175606,16,4/4/2022,33004863,951522,544054,407467,32053341,N,NULL,9,7/12/2020,NULL
251269,175606,17,4/5/2022,32454008,951522,550855,400667,31502486,N,NULL,9,7/12/2020,NULL
251270,175606,18,4/6/2022,31896267,951522,557741,393781,30944745,N,NULL,9,7/12/2020,NULL
251271,175606,19,4/7/2022,31331554,951522,564713,386809,30380032,N,NULL,9,7/12/2020,NULL
251272,175606,20,4/8/2022,30759783,951522,571771,379750,29808261,N,NULL,9,7/12/2020,NULL
251273,175606,21,4/9/2022,30180864,951522,578919,372603,29229342,N,NULL,9,7/12/2020,NULL
251274,175606,22,4/10/2022,29594709,951522,586155,365367,28643187,N,NULL,9,7/12/2020,NULL
251275,175606,23,4/11/2022,29001227,951522,593482,358040,28049705,N,NULL,9,7/12/2020,NULL
251276,175606,24,4/12/2022,28400326,951522,600901,350621,27448804,N,NULL,9,7/12/2020,NULL
251277,175606,25,4/1/2023,27791914,951522,608412,343110,26840392,N,NULL,9,7/12/2020,NULL
251278,175606,26,4/2/2023,27175897,951522,616017,335505,26224375,N,NULL,9,7/12/2020,NULL
251279,175606,27,4/3/2023,26552180,951522,623717,327805,25600658,N,NULL,9,7/12/2020,NULL
251280,175606,28,4/4/2023,25920666,951522,631514,320008,24969144,N,NULL,9,7/12/2020,NULL
251281,175606,29,4/5/2023,25281258,951522,639408,312114,24329736,N,NULL,9,7/12/2020,NULL
251282,175606,30,4/6/2023,24633858,951522,647400,304122,23682336,N,NULL,9,7/12/2020,NULL
251283,175606,31,4/7/2023,23978365,951522,655493,296029,23026843,N,NULL,9,7/12/2020,NULL
251284,175606,32,4/8/2023,23314679,951522,663686,287836,22363157,N,NULL,9,7/12/2020,NULL
251285,175606,33,4/9/2023,22642697,951522,671982,279539,21691175,N,NULL,9,7/12/2020,NULL
251286,175606,34,4/10/2023,21962315,951522,680382,271140,21010793,N,NULL,9,7/12/2020,NULL
251287,175606,35,4/11/2023,21273428,951522,688887,262635,20321906,N,NULL,9,7/12/2020,NULL
251288,175606,36,4/12/2023,20575930,951522,697498,254024,19624408,N,NULL,9,7/12/2020,NULL
251289,175606,37,4/1/2024,19869713,951522,706217,245305,18918191,N,NULL,9,7/12/2020,NULL
251290,175606,38,4/2/2024,19154669,951522,715044,236477,18203147,N,NULL,9,7/12/2020,NULL
251291,175606,39,4/3/2024,18430687,951522,723982,227539,17479165,N,NULL,9,7/12/2020,NULL
251292,175606,40,4/4/2024,17697655,951522,733032,218490,16746133,N,NULL,9,7/12/2020,NULL
251293,175606,41,4/5/2024,16955460,951522,742195,209327,16003938,N,NULL,9,7/12/2020,NULL
251294,175606,42,4/6/2024,16203987,951522,751473,200049,15252465,N,NULL,9,7/12/2020,NULL
251295,175606,43,4/7/2024,15443121,951522,760866,190656,14491599,N,NULL,9,7/12/2020,NULL
251296,175606,44,4/8/2024,14672744,951522,770377,181145,13721222,N,NULL,9,7/12/2020,NULL
251297,175606,45,4/9/2024,13892737,951522,780007,171515,12941215,N,NULL,9,7/12/2020,NULL
251298,175606,46,4/10/2024,13102980,951522,789757,161765,12151458,N,NULL,9,7/12/2020,NULL
251299,175606,47,4/11/2024,12303351,951522,799629,151893,11351829,N,NULL,9,7/12/2020,NULL
251300,175606,48,4/12/2024,11493727,951522,809624,141898,10542205,N,NULL,9,7/12/2020,NULL
251301,175606,49,4/1/2025,10673983,951522,819744,131778,9722461,N,NULL,9,7/12/2020,NULL
251302,175606,50,4/2/2025,9843992,951522,829991,121531,8892470,N,NULL,9,7/12/2020,NULL
251303,175606,51,4/3/2025,9003626,951522,840366,111156,8052104,N,NULL,9,7/12/2020,NULL
251304,175606,52,4/4/2025,8152755,951522,850871,100651,7201233,N,NULL,9,7/12/2020,NULL
251305,175606,53,4/5/2025,7291249,951522,861506,90015,6339727,N,NULL,9,7/12/2020,NULL
251306,175606,54,4/6/2025,6418974,951522,872275,79247,5467452,N,NULL,9,7/12/2020,NULL
251307,175606,55,4/7/2025,5535795,951522,883179,68343,4584273,N,NULL,9,7/12/2020,NULL
251308,175606,56,4/8/2025,4641577,951522,894218,57303,3690055,N,NULL,9,7/12/2020,NULL
251309,175606,57,4/9/2025,3736181,951522,905396,46126,2784659,N,NULL,9,7/12/2020,NULL
251310,175606,58,4/10/2025,2819467,951522,916714,34808,1867945,N,NULL,9,7/12/2020,NULL
251311,175606,59,4/11/2025,1891295,951522,928172,23349,939773,N,NULL,9,7/12/2020,NULL
251312,175606,60,4/12/2025,951520,951522,939773,11747,0,N,NULL,9,7/12/2020,NULL
251313,175607,1,4/1/2021,4646053,952439,895081,57359,3693614,N,NULL,9,7/12/2020,NULL
251314,175607,2,4/2/2021,3739784,952439,906269,46170,2787345,N,NULL,9,7/12/2020,NULL
251315,175607,3,4/3/2021,2822187,952439,917597,34842,1869748,N,NULL,9,7/12/2020,NULL
251316,175607,4,4/4/2021,1893120,952439,929067,23372,940681,N,NULL,9,7/12/2020,NULL
251317,175607,5,4/5/2021,952439,952439,940681,11759,0,N,NULL,9,7/12/2020,NULL
251318,175608,1,4/1/2021,7606380,1559305,1465399,93906,6047075,N,NULL,9,7/12/2020,NULL
251319,175608,2,4/2/2021,6122663,1559305,1483717,75588,4563358,N,NULL,9,7/12/2020,NULL
251320,175608,3,4/3/2021,4620400,1559305,1502263,57042,3061095,N,NULL,9,7/12/2020,NULL
251321,175608,4,4/4/2021,3099359,1559305,1521041,38264,1540054,N,NULL,9,7/12/2020,NULL
251322,175608,5,4/5/2021,1559305,1559305,1540054,19251,0,N,NULL,9,7/12/2020,NULL
251323,175609,1,4/1/2021,2025000,348068,323068,25000,1676932,N,NULL,9,7/12/2020,NULL
251324,175609,2,4/2/2021,1697894,348068,327106,20962,1349826,N,NULL,9,7/12/2020,NULL
251325,175609,3,4/3/2021,1366699,348068,331195,16873,1018631,N,NULL,9,7/12/2020,NULL
251326,175609,4,4/4/2021,1031364,348068,335335,12733,683296,N,NULL,9,7/12/2020,NULL
251327,175609,5,4/5/2021,691838,348068,339526,8541,343770,N,NULL,9,7/12/2020,NULL
251328,175609,6,4/6/2021,348068,348068,343770,4297,0,N,NULL,9,7/12/2020,NULL
251329,175610,1,4/1/2021,1012500,341701,329201,12500,670799,N,NULL,9,7/12/2020,NULL
251330,175610,2,4/2/2021,679184,341701,333316,8385,337483,N,NULL,9,7/12/2020,NULL
251331,175610,3,4/3/2021,341701,341701,337483,4219,0,N,NULL,9,7/12/2020,NULL
251332,175611,1,4/1/2021,7750922,1148964,1053273,95690,6601958,N,NULL,9,7/12/2020,NULL
251333,175611,2,4/2/2021,6684483,1148964,1066439,82524,5535519,N,NULL,9,7/12/2020,NULL
251334,175611,3,4/3/2021,5604713,1148964,1079770,69194,4455749,N,NULL,9,7/12/2020,NULL
251335,175611,4,4/4/2021,4511446,1148964,1093267,55697,3362482,N,NULL,9,7/12/2020,NULL
251336,175611,5,4/5/2021,3404513,1148964,1106933,42031,2255549,N,NULL,9,7/12/2020,NULL
251337,175611,6,4/6/2021,2283744,1148964,1120769,28194,1134780,N,NULL,9,7/12/2020,NULL
251338,175611,7,4/7/2021,1148965,1148964,1134780,14185,0,N,NULL,9,7/12/2020,NULL
251339,175612,1,4/1/2021,10125000,346653,221653,125000,9778347,N,NULL,9,7/12/2020,NULL
251340,175612,2,4/2/2021,9900576,346653,224424,122229,9553923,N,NULL,9,7/12/2020,NULL
251341,175612,3,4/3/2021,9673347,346653,227229,119424,9326694,N,NULL,9,7/12/2020,NULL
251342,175612,4,4/4/2021,9443277,346653,230070,116584,9096624,N,NULL,9,7/12/2020,NULL
251343,175612,5,4/5/2021,9210332,346653,232945,113708,8863679,N,NULL,9,7/12/2020,NULL
251344,175612,6,4/6/2021,8974475,346653,235857,110796,8627822,N,NULL,9,7/12/2020,NULL
251345,175612,7,4/7/2021,8735669,346653,238806,107848,8389016,N,NULL,9,7/12/2020,NULL
251346,175612,8,4/8/2021,8493878,346653,241791,104863,8147225,N,NULL,9,7/12/2020,NULL
251347,175612,9,4/9/2021,8249065,346653,244813,101840,7902412,N,NULL,9,7/12/2020,NULL
251348,175612,10,4/10/2021,8001192,346653,247873,98780,7654539,N,NULL,9,7/12/2020,NULL
251349,175612,11,4/11/2021,7750220,346653,250972,95682,7403567,N,NULL,9,7/12/2020,NULL
251350,175612,12,4/12/2021,7496111,346653,254109,92545,7149458,N,NULL,9,7/12/2020,NULL
251351,175612,13,4/1/2022,7238826,346653,257285,89368,6892173,N,NULL,9,7/12/2020,NULL
251352,175612,14,4/2/2022,6978325,346653,260501,86152,6631672,N,NULL,9,7/12/2020,NULL
251353,175612,15,4/3/2022,6714568,346653,263757,82896,6367915,N,NULL,9,7/12/2020,NULL
251354,175612,16,4/4/2022,6447514,346653,267054,79599,6100861,N,NULL,9,7/12/2020,NULL
251355,175612,17,4/5/2022,6177121,346653,270393,76261,5830468,N,NULL,9,7/12/2020,NULL
251356,175612,18,4/6/2022,5903349,346653,273772,72881,5556696,N,NULL,9,7/12/2020,NULL
251357,175612,19,4/7/2022,5626154,346653,277195,69459,5279501,N,NULL,9,7/12/2020,NULL
251358,175612,20,4/8/2022,5345494,346653,280660,65994,4998841,N,NULL,9,7/12/2020,NULL
251359,175612,21,4/9/2022,5061326,346653,284168,62486,4714673,N,NULL,9,7/12/2020,NULL
251360,175612,22,4/10/2022,4773606,346653,287720,58933,4426953,N,NULL,9,7/12/2020,NULL
251361,175612,23,4/11/2022,4482290,346653,291316,55337,4135637,N,NULL,9,7/12/2020,NULL
251362,175612,24,4/12/2022,4187332,346653,294958,51695,3840679,N,NULL,9,7/12/2020,NULL
251363,175612,25,4/1/2023,3888687,346653,298645,48008,3542034,N,NULL,9,7/12/2020,NULL
251364,175612,26,4/2/2023,3586309,346653,302378,44275,3239656,N,NULL,9,7/12/2020,NULL
251365,175612,27,4/3/2023,3280151,346653,306158,40496,2933498,N,NULL,9,7/12/2020,NULL
251366,175612,28,4/4/2023,2970166,346653,309985,36669,2623513,N,NULL,9,7/12/2020,NULL
251367,175612,29,4/5/2023,2656307,346653,313859,32794,2309654,N,NULL,9,7/12/2020,NULL
251368,175612,30,4/6/2023,2338524,346653,317783,28871,1991871,N,NULL,9,7/12/2020,NULL
251369,175612,31,4/7/2023,2016769,346653,321755,24898,1670116,N,NULL,9,7/12/2020,NULL
251370,175612,32,4/8/2023,1690992,346653,325777,20876,1344339,N,NULL,9,7/12/2020,NULL
251371,175612,33,4/9/2023,1361143,346653,329849,16804,1014490,N,NULL,9,7/12/2020,NULL
251372,175612,34,4/10/2023,1027171,346653,333972,12681,680518,N,NULL,9,7/12/2020,NULL
251373,175612,35,4/11/2023,689024,346653,338147,8507,342371,N,NULL,9,7/12/2020,NULL
251374,175612,36,4/12/2023,346650,346653,342371,4280,0,N,NULL,9,7/12/2020,NULL
251375,175613,1,7/1/2021,10125000,346653,221653,125000,9778347,N,NULL,9,8/12/2020,NULL
251376,175613,2,7/2/2021,9900576,346653,224424,122229,9553923,N,NULL,9,8/12/2020,NULL
251377,175613,3,7/3/2021,9673347,346653,227229,119424,9326694,N,NULL,9,8/12/2020,NULL
251378,175613,4,7/4/2021,9443277,346653,230070,116584,9096624,N,NULL,9,8/12/2020,NULL
251379,175613,5,7/5/2021,9210332,346653,232945,113708,8863679,N,NULL,9,8/12/2020,NULL
251380,175613,6,7/6/2021,8974475,346653,235857,110796,8627822,N,NULL,9,8/12/2020,NULL
251381,175613,7,7/7/2021,8735669,346653,238806,107848,8389016,N,NULL,9,8/12/2020,NULL
251382,175613,8,7/8/2021,8493878,346653,241791,104863,8147225,N,NULL,9,8/12/2020,NULL
251383,175613,9,7/9/2021,8249065,346653,244813,101840,7902412,N,NULL,9,8/12/2020,NULL
251384,175613,10,7/10/2021,8001192,346653,247873,98780,7654539,N,NULL,9,8/12/2020,NULL
251385,175613,11,7/11/2021,7750220,346653,250972,95682,7403567,N,NULL,9,8/12/2020,NULL
251386,175613,12,7/12/2021,7496111,346653,254109,92545,7149458,N,NULL,9,8/12/2020,NULL
251387,175613,13,7/1/2022,7238826,346653,257285,89368,6892173,N,NULL,9,8/12/2020,NULL
251388,175613,14,7/2/2022,6978325,346653,260501,86152,6631672,N,NULL,9,8/12/2020,NULL
251389,175613,15,7/3/2022,6714568,346653,263757,82896,6367915,N,NULL,9,8/12/2020,NULL
251390,175613,16,7/4/2022,6447514,346653,267054,79599,6100861,N,NULL,9,8/12/2020,NULL
251391,175613,17,7/5/2022,6177121,346653,270393,76261,5830468,N,NULL,9,8/12/2020,NULL
251392,175613,18,7/6/2022,5903349,346653,273772,72881,5556696,N,NULL,9,8/12/2020,NULL
251393,175613,19,7/7/2022,5626154,346653,277195,69459,5279501,N,NULL,9,8/12/2020,NULL
251394,175613,20,7/8/2022,5345494,346653,280660,65994,4998841,N,NULL,9,8/12/2020,NULL
251395,175613,21,7/9/2022,5061326,346653,284168,62486,4714673,N,NULL,9,8/12/2020,NULL
251396,175613,22,7/10/2022,4773606,346653,287720,58933,4426953,N,NULL,9,8/12/2020,NULL
251397,175613,23,7/11/2022,4482290,346653,291316,55337,4135637,N,NULL,9,8/12/2020,NULL
251398,175613,24,7/12/2022,4187332,346653,294958,51695,3840679,N,NULL,9,8/12/2020,NULL
251399,175613,25,7/1/2023,3888687,346653,298645,48008,3542034,N,NULL,9,8/12/2020,NULL
251400,175613,26,7/2/2023,3586309,346653,302378,44275,3239656,N,NULL,9,8/12/2020,NULL
251401,175613,27,7/3/2023,3280151,346653,306158,40496,2933498,N,NULL,9,8/12/2020,NULL
251402,175613,28,7/4/2023,2970166,346653,309985,36669,2623513,N,NULL,9,8/12/2020,NULL
251403,175613,29,7/5/2023,2656307,346653,313859,32794,2309654,N,NULL,9,8/12/2020,NULL
251404,175613,30,7/6/2023,2338524,346653,317783,28871,1991871,N,NULL,9,8/12/2020,NULL
251405,175613,31,7/7/2023,2016769,346653,321755,24898,1670116,N,NULL,9,8/12/2020,NULL
251406,175613,32,7/8/2023,1690992,346653,325777,20876,1344339,N,NULL,9,8/12/2020,NULL
251407,175613,33,7/9/2023,1361143,346653,329849,16804,1014490,N,NULL,9,8/12/2020,NULL
251408,175613,34,7/10/2023,1027171,346653,333972,12681,680518,N,NULL,9,8/12/2020,NULL
251409,175613,35,7/11/2023,689024,346653,338147,8507,342371,N,NULL,9,8/12/2020,NULL
251410,175613,36,7/12/2023,346650,346653,342371,4280,0,N,NULL,9,8/12/2020,NULL
251411,175614,1,8/1/2021,6427853,952838,873482,79356,5475015,N,NULL,9,10/12/2020,NULL
251412,175614,2,8/2/2021,5543453,952838,884400,68438,4590615,N,NULL,9,10/12/2020,NULL
251413,175614,3,8/3/2021,4647998,952838,895455,57383,3695160,N,NULL,9,10/12/2020,NULL
251414,175614,4,8/4/2021,3741350,952838,906648,46190,2788512,N,NULL,9,10/12/2020,NULL
251415,175614,5,8/5/2021,2823369,952838,917981,34856,1870531,N,NULL,9,10/12/2020,NULL
251416,175614,6,8/6/2021,1893913,952838,929456,23382,941075,N,NULL,9,10/12/2020,NULL
251417,175614,7,8/7/2021,952839,952838,941075,11763,0,N,NULL,9,10/12/2020,NULL
251418,175615,1,9/1/2021,7200098,246512,157622,88890,6953586,N,NULL,9,10/12/2020,NULL
251419,175615,2,9/2/2021,7040505,246512,159593,86920,6793993,N,NULL,9,10/12/2020,NULL
251420,175615,3,9/3/2021,6878918,246512,161587,84925,6632406,N,NULL,9,10/12/2020,NULL
251421,175615,4,9/4/2021,6715311,246512,163607,82905,6468799,N,NULL,9,10/12/2020,NULL
251422,175615,5,9/5/2021,6549659,246512,165652,80860,6303147,N,NULL,9,10/12/2020,NULL
251423,175615,6,9/6/2021,6381936,246512,167723,78789,6135424,N,NULL,9,10/12/2020,NULL
251424,175615,7,9/7/2021,6212116,246512,169820,76693,5965604,N,NULL,9,10/12/2020,NULL
251425,175615,8,9/8/2021,6040174,246512,171942,74570,5793662,N,NULL,9,10/12/2020,NULL
251426,175615,9,9/9/2021,5866082,246512,174092,72421,5619570,N,NULL,9,10/12/2020,NULL
251427,175615,10,9/10/2021,5689814,246512,176268,70245,5443302,N,NULL,9,10/12/2020,NULL
251428,175615,11,9/11/2021,5511343,246512,178471,68041,5264831,N,NULL,9,10/12/2020,NULL
251429,175615,12,9/12/2021,5330641,246512,180702,65810,5084129,N,NULL,9,10/12/2020,NULL
251430,175615,13,9/1/2022,5147680,246512,182961,63552,4901168,N,NULL,9,10/12/2020,NULL
251431,175615,14,9/2/2022,4962432,246512,185248,61265,4715920,N,NULL,9,10/12/2020,NULL
251432,175615,15,9/3/2022,4774869,246512,187563,58949,4528357,N,NULL,9,10/12/2020,NULL
251433,175615,16,9/4/2022,4584961,246512,189908,56604,4338449,N,NULL,9,10/12/2020,NULL
251434,175615,17,9/5/2022,4392679,246512,192282,54231,4146167,N,NULL,9,10/12/2020,NULL
251435,175615,18,9/6/2022,4197994,246512,194685,51827,3951482,N,NULL,9,10/12/2020,NULL
251436,175615,19,9/7/2022,4000875,246512,197119,49394,3754363,N,NULL,9,10/12/2020,NULL
251437,175615,20,9/8/2022,3801292,246512,199583,46930,3554780,N,NULL,9,10/12/2020,NULL
251438,175615,21,9/9/2022,3599214,246512,202078,44435,3352702,N,NULL,9,10/12/2020,NULL
251439,175615,22,9/10/2022,3394610,246512,204604,41909,3148098,N,NULL,9,10/12/2020,NULL
251440,175615,23,9/11/2022,3187449,246512,207161,39351,2940937,N,NULL,9,10/12/2020,NULL
251441,175615,24,9/12/2022,2977698,246512,209751,36762,2731186,N,NULL,9,10/12/2020,NULL
251442,175615,25,9/1/2023,2765325,246512,212373,34140,2518813,N,NULL,9,10/12/2020,NULL
251443,175615,26,9/2/2023,2550298,246512,215027,31485,2303786,N,NULL,9,10/12/2020,NULL
251444,175615,27,9/3/2023,2332583,246512,217715,28797,2086071,N,NULL,9,10/12/2020,NULL
251445,175615,28,9/4/2023,2112147,246512,220436,26076,1865635,N,NULL,9,10/12/2020,NULL
251446,175615,29,9/5/2023,1888955,246512,223192,23320,1642443,N,NULL,9,10/12/2020,NULL
251447,175615,30,9/6/2023,1662973,246512,225982,20531,1416461,N,NULL,9,10/12/2020,NULL
251448,175615,31,9/7/2023,1434166,246512,228807,17706,1187654,N,NULL,9,10/12/2020,NULL
251449,175615,32,9/8/2023,1202499,246512,231667,14846,955987,N,NULL,9,10/12/2020,NULL
251450,175615,33,9/9/2023,967937,246512,234562,11950,721425,N,NULL,9,10/12/2020,NULL
251451,175615,34,9/10/2023,730442,246512,237495,9018,483930,N,NULL,9,10/12/2020,NULL
251452,175615,35,9/11/2023,489979,246512,240463,6049,243467,N,NULL,9,10/12/2020,NULL
251453,175615,36,9/12/2023,246510,246512,243467,3043,0,N,NULL,9,10/12/2020,NULL
251454,175616,1,9/1/2021,34425000,1178621,753621,425000,33246379,N,NULL,9,10/12/2020,NULL
251455,175616,2,9/2/2021,33661959,1178621,763041,415580,32483338,N,NULL,9,10/12/2020,NULL
251456,175616,3,9/3/2021,32889380,1178621,772579,406042,31710759,N,NULL,9,10/12/2020,NULL
251457,175616,4,9/4/2021,32107143,1178621,782237,396384,30928522,N,NULL,9,10/12/2020,NULL
251458,175616,5,9/5/2021,31315128,1178621,792015,386607,30136507,N,NULL,9,10/12/2020,NULL
251459,175616,6,9/6/2021,30513213,1178621,801915,376706,29334592,N,NULL,9,10/12/2020,NULL
251460,175616,7,9/7/2021,29701274,1178621,811939,366682,28522653,N,NULL,9,10/12/2020,NULL
251461,175616,8,9/8/2021,28879186,1178621,822088,356533,27700565,N,NULL,9,10/12/2020,NULL
251462,175616,9,9/9/2021,28046822,1178621,832364,346257,26868201,N,NULL,9,10/12/2020,NULL
251463,175616,10,9/10/2021,27204053,1178621,842769,335853,26025432,N,NULL,9,10/12/2020,NULL
251464,175616,11,9/11/2021,26350750,1178621,853303,325318,25172129,N,NULL,9,10/12/2020,NULL
251465,175616,12,9/12/2021,25486780,1178621,863970,314652,24308159,N,NULL,9,10/12/2020,NULL
251466,175616,13,9/1/2022,24612011,1178621,874769,303852,23433390,N,NULL,9,10/12/2020,NULL
251467,175616,14,9/2/2022,23726307,1178621,885704,292917,22547686,N,NULL,9,10/12/2020,NULL
251468,175616,15,9/3/2022,22829532,1178621,896775,281846,21650911,N,NULL,9,10/12/2020,NULL
251469,175616,16,9/4/2022,21921547,1178621,907985,270636,20742926,N,NULL,9,10/12/2020,NULL
251470,175616,17,9/5/2022,21002212,1178621,919335,259287,19823591,N,NULL,9,10/12/2020,NULL
251471,175616,18,9/6/2022,20071386,1178621,930826,247795,18892765,N,NULL,9,10/12/2020,NULL
251472,175616,19,9/7/2022,19128924,1178621,942462,236160,17950303,N,NULL,9,10/12/2020,NULL
251473,175616,20,9/8/2022,18174682,1178621,954242,224379,16996061,N,NULL,9,10/12/2020,NULL
251474,175616,21,9/9/2022,17208512,1178621,966170,212451,16029891,N,NULL,9,10/12/2020,NULL
251475,175616,22,9/10/2022,16230264,1178621,978248,200374,15051643,N,NULL,9,10/12/2020,NULL
251476,175616,23,9/11/2022,15239788,1178621,990476,188146,14061167,N,NULL,9,10/12/2020,NULL
251477,175616,24,9/12/2022,14236931,1178621,1002857,175765,13058310,N,NULL,9,10/12/2020,NULL
251478,175616,25,9/1/2023,13221539,1178621,1015392,163229,12042918,N,NULL,9,10/12/2020,NULL
251479,175616,26,9/2/2023,12193454,1178621,1028085,150536,11014833,N,NULL,9,10/12/2020,NULL
251480,175616,27,9/3/2023,11152518,1178621,1040936,137685,9973897,N,NULL,9,10/12/2020,NULL
251481,175616,28,9/4/2023,10098571,1178621,1053947,124674,8919950,N,NULL,9,10/12/2020,NULL
251482,175616,29,9/5/2023,9031449,1178621,1067122,111499,7852828,N,NULL,9,10/12/2020,NULL
251483,175616,30,9/6/2023,7950988,1178621,1080461,98160,6772367,N,NULL,9,10/12/2020,NULL
251484,175616,31,9/7/2023,6857021,1178621,1093967,84655,5678400,N,NULL,9,10/12/2020,NULL
251485,175616,32,9/8/2023,5749380,1178621,1107641,70980,4570759,N,NULL,9,10/12/2020,NULL
251486,175616,33,9/9/2023,4627893,1178621,1121487,57135,3449272,N,NULL,9,10/12/2020,NULL
251487,175616,34,9/10/2023,3492388,1178621,1135505,43116,2313767,N,NULL,9,10/12/2020,NULL
251488,175616,35,9/11/2023,2342689,1178621,1149699,28922,1164068,N,NULL,9,10/12/2020,NULL
251489,175616,36,9/12/2023,1178619,1178621,1164068,14551,0,N,NULL,9,10/12/2020,NULL
251490,175617,1,9/1/2021,1923750,171491,147741,23750,1752259,N,NULL,9,10/12/2020,NULL
251491,175617,2,9/2/2021,1774162,171491,149588,21903,1602671,N,NULL,9,10/12/2020,NULL
251492,175617,3,9/3/2021,1622705,171491,151457,20033,1451214,N,NULL,9,10/12/2020,NULL
251493,175617,4,9/4/2021,1469354,171491,153351,18140,1297863,N,NULL,9,10/12/2020,NULL
251494,175617,5,9/5/2021,1314087,171491,155267,16223,1142596,N,NULL,9,10/12/2020,NULL
251495,175617,6,9/6/2021,1156879,171491,157208,14282,985388,N,NULL,9,10/12/2020,NULL
251496,175617,7,9/7/2021,997706,171491,159173,12317,826215,N,NULL,9,10/12/2020,NULL
251497,175617,8,9/8/2021,836543,171491,161163,10328,665052,N,NULL,9,10/12/2020,NULL
251498,175617,9,9/9/2021,673365,171491,163178,8313,501874,N,NULL,9,10/12/2020,NULL
251499,175617,10,9/10/2021,508148,171491,165217,6273,336657,N,NULL,9,10/12/2020,NULL
251500,175617,11,9/11/2021,340865,171491,167283,4208,169374,N,NULL,9,10/12/2020,NULL
251501,175617,12,9/12/2021,171491,171491,169374,2117,0,N,NULL,9,10/12/2020,NULL
251502,175618,1,9/1/2021,10125000,902583,777583,125000,9222417,N,NULL,9,10/12/2020,NULL
251503,175618,2,9/2/2021,9337697,902583,787303,115280,8435114,N,NULL,9,10/12/2020,NULL
251504,175618,3,9/3/2021,8540553,902583,797144,105439,7637970,N,NULL,9,10/12/2020,NULL
251505,175618,4,9/4/2021,7733444,902583,807109,95475,6830861,N,NULL,9,10/12/2020,NULL
251506,175618,5,9/5/2021,6916247,902583,817197,85386,6013664,N,NULL,9,10/12/2020,NULL
251507,175618,6,9/6/2021,6088835,902583,827412,75171,5186252,N,NULL,9,10/12/2020,NULL
251508,175618,7,9/7/2021,5251080,902583,837755,64828,4348497,N,NULL,9,10/12/2020,NULL
251509,175618,8,9/8/2021,4402853,902583,848227,54356,3500270,N,NULL,9,10/12/2020,NULL
251510,175618,9,9/9/2021,3544023,902583,858830,43753,2641440,N,NULL,9,10/12/2020,NULL
